,Time,Area
1529,1529,126
1530,1530,117
1531,1531,114
1532,1532,105
1533,1533,82
1534,1534,113
1535,1535,119
1536,1536,128
1537,1537,116
1538,1538,114
1539,1539,86
1540,1540,111
1541,1541,106
1542,1542,115
1543,1543,112
1544,1544,114
1545,1545,111
1546,1546,119
1547,1547,115
1548,1548,116
1549,1549,121
1550,1550,121
1551,1551,120
1552,1552,124
1553,1553,118
1554,1554,115
1555,1555,121
1556,1556,118
1557,1557,125
1558,1558,119
1559,1559,119
1560,1560,118
1561,1561,116
1562,1562,118
1563,1563,114
1564,1564,119
1565,1565,111
1566,1566,115
1567,1567,116
1568,1568,115
1569,1569,112
1570,1570,115
1571,1571,117
1572,1572,115
1573,1573,114
1574,1574,111
1575,1575,113
1576,1576,115
1577,1577,120
1578,1578,111
1579,1579,112
1580,1580,111
1581,1581,116
1582,1582,119
1583,1583,117
1584,1584,116
1585,1585,113
1586,1586,114
1587,1587,112
1588,1588,111
1589,1589,108
1590,1590,114
1591,1591,113
1592,1592,111
1593,1593,114
1594,1594,118
1595,1595,118
1596,1596,171
1597,1597,71
1598,1598,60
1599,1599,65
1600,1600,64
1601,1601,62
1602,1602,174
1603,1603,178
1604,1604,174
1605,1605,172
1606,1606,68
1607,1607,179
1608,1608,60
1609,1609,92
1610,1610,178
1611,1611,174
1612,1612,172
1613,1613,151
1614,1614,156
1615,1615,151
1616,1616,152
1617,1617,153
1618,1618,157
1619,1619,150
1620,1620,152
1621,1621,153
1622,1622,151
1623,1623,145
1624,1624,146
1625,1625,145
1626,1626,147
1627,1627,152
1628,1628,154
1629,1629,152
1630,1630,153
1631,1631,151
1632,1632,145
1633,1633,157
1634,1634,150
1635,1635,144
1636,1636,144
1637,1637,139
1638,1638,143
1639,1639,152
1640,1640,152
1641,1641,153
1642,1642,150
1643,1643,151
1644,1644,150
1645,1645,148
1646,1646,153
1647,1647,147
1648,1648,145
1649,1649,146
1650,1650,150
1651,1651,147
1652,1652,155
1653,1653,149
1654,1654,158
1655,1655,153
1656,1656,155
1657,1657,151
1658,1658,150
1659,1659,149
1660,1660,145
1661,1661,149
1662,1662,148
1663,1663,150
1664,1664,151
1665,1665,153
1666,1666,148
1667,1667,154
1668,1668,148
1669,1669,152
1670,1670,155
1671,1671,149
1672,1672,151
1673,1673,149
1674,1674,149
1675,1675,154
1676,1676,152
1677,1677,155
1678,1678,148
1679,1679,144
1680,1680,138
1681,1681,145
1682,1682,148
1683,1683,144
1684,1684,142
1685,1685,147
1686,1686,144
1687,1687,145
1688,1688,143
1689,1689,146
1690,1690,145
1691,1691,146
1692,1692,140
1693,1693,143
1694,1694,143
1695,1695,146
1696,1696,143
1697,1697,147
1698,1698,139
1699,1699,133
1700,1700,125
1701,1701,127
1702,1702,132
1703,1703,137
1704,1704,141
1705,1705,147
1706,1706,156
1707,1707,147
1708,1708,149
1709,1709,148
1710,1710,149
1711,1711,149
1712,1712,145
1713,1713,144
1714,1714,135
1715,1715,134
1716,1716,141
1717,1717,139
1718,1718,148
1719,1719,147
1720,1720,137
1721,1721,136
1722,1722,127
1723,1723,137
1724,1724,141
1725,1725,142
1726,1726,133
1727,1727,140
1728,1728,151
1729,1729,151
1730,1730,152
1731,1731,150
1732,1732,153
1733,1733,151
1734,1734,149
1735,1735,145
1736,1736,148
1737,1737,152
1738,1738,144
1739,1739,152
1740,1740,147
1741,1741,142
1742,1742,142
1743,1743,142
1744,1744,141
1745,1745,140
1746,1746,138
1747,1747,138
1748,1748,139
1749,1749,145
1750,1750,141
1751,1751,143
1752,1752,146
1753,1753,137
1754,1754,140
1755,1755,141
1756,1756,140
1757,1757,140
1758,1758,137
1759,1759,144
1760,1760,143
1761,1761,146
1762,1762,143
1763,1763,140
1764,1764,145
1765,1765,130
1766,1766,135
1767,1767,139
1768,1768,140
1769,1769,142
1770,1770,140
1771,1771,140
1772,1772,137
1773,1773,131
1774,1774,118
1775,1775,131
1776,1776,126
1777,1777,139
1778,1778,149
1779,1779,144
1780,1780,151
1781,1781,149
1782,1782,150
1783,1783,155
1784,1784,148
1785,1785,148
1786,1786,144
1787,1787,151
1788,1788,141
1789,1789,148
1790,1790,141
1791,1791,146
1792,1792,148
1793,1793,147
1794,1794,153
1795,1795,141
1796,1796,142
1797,1797,143
1798,1798,140
1799,1799,142
1800,1800,138
1801,1801,144
1802,1802,140
1803,1803,145
1804,1804,143
1805,1805,145
1806,1806,142
1807,1807,140
1808,1808,141
1809,1809,146
1810,1810,144
1811,1811,139
1812,1812,140
1813,1813,142
1814,1814,141
1815,1815,142
1816,1816,136
1817,1817,138
1818,1818,136
1819,1819,141
1820,1820,132
1821,1821,136
1822,1822,143
1823,1823,139
1824,1824,135
1825,1825,143
1826,1826,146
1827,1827,143
1828,1828,142
1829,1829,145
1830,1830,139
1831,1831,136
